,Winner,Team1,Team2,Team1_Score,Team2_Score,Map
15910,Codewise Unicorns,Izako Boars,Codewise Unicorns,11,16,Inferno
15911,Izako Boars,Vitality,Izako Boars,16,4,Cache
15912,Izako Boars,Izako Boars,expert,16,12,Inferno
15913,Codewise Unicorns,Codewise Unicorns,Izako Boars,9,16,Train
15914,Uruguay,Izako Boars,Uruguay,16,19,Mirage
15915,Izako Boars,3DMAX,Izako Boars,16,5,Dust2
15916,Izako Boars,Izako Boars,Nemiga,16,10,Nuke
15917,forZe,forZe,Izako Boars,16,10,Overpass
15918,Nemiga,Izako Boars,Nemiga,10,16,Dust2
15919,Izako Boars,Epsilon,Izako Boars,16,4,Cache
15920,Izako Boars,Izako Boars,forZe,16,11,Train
15921,Unicorns of Love,Unicorns of Love,Izako Boars,16,13,Overpass
15922,Ambush,Izako Boars,Ambush,10,16,Dust2
15923,Izako Boars,Valiance,Izako Boars,16,8,Dust2
15924,Izako Boars,Izako Boars,Ambush,9,16,Overpass
15925,HAVU,HAVU,Izako Boars,16,13,Inferno
15926,Winstrike,Izako Boars,Winstrike,16,7,Vertigo
15927,Virtus.pro,Virtus.pro,Izako Boars,8,16,Dust2
15928,Winstrike,Izako Boars,Winstrike,16,5,Nuke
15929,Izako Boars,Chaos,Izako Boars,16,6,Inferno
15930,Izako Boars,Izako Boars,SJ,16,14,Inferno
15931,ENCE,ENCE,Izako Boars,9,16,Cache
15932,Ancient,Izako Boars,Ancient,12,16,Nuke
15933,Spirit,Spirit,Izako Boars,16,11,Nuke
15934,ex-Fragsters,Izako Boars,ex-Fragsters,16,3,Train
15935,Izako Boars,LDLC,Izako Boars,16,5,Dust2
15936,Izako Boars,Izako Boars,GamerLegion,9,16,Inferno
15937,Nemiga,Nemiga,Izako Boars,16,0,Mirage
15938,forZe,Izako Boars,forZe,16,5,Nuke
15939,NoChance,NoChance,Izako Boars,25,23,Inferno
15940,Izako Boars,Izako Boars,PACT,9,16,Inferno
15941,Izako Boars,Nordavind,Izako Boars,16,19,Mirage
15942,Nemiga,Izako Boars,Nemiga,10,16,Inferno
15943,Izako Boars,SJ,Izako Boars,16,9,Overpass
15944,Chaos,Izako Boars,Chaos,12,16,Inferno
15945,SJ,SJ,Izako Boars,19,17,Dust2
15946,forZe,Izako Boars,forZe,20,22,Inferno
15947,Ancient,Ancient,Izako Boars,16,10,Dust2
15948,Izako Boars,Izako Boars,Movistar Riders,9,16,Overpass
15949,ALTERNATE aTTaX,ALTERNATE aTTaX,Izako Boars,19,17,Dust2
15950,Izako Boars,Izako Boars,PACT,5,16,Inferno
15951,Izako Boars,forZe,Izako Boars,13,16,Inferno
15952,AGO,Izako Boars,AGO,16,7,Dust2
15953,PACT,PACT,Izako Boars,16,14,Nuke
15954,Izako Boars,Izako Boars,AGO,4,16,Overpass
15955,Nemiga,Nemiga,Izako Boars,5,16,Nuke
15956,DreamEaters,Izako Boars,DreamEaters,15,19,Mirage
15957,Izako Boars,Nemiga,Izako Boars,16,6,Dust2
15958,Izako Boars,Izako Boars,DreamEaters,6,16,Dust2
15959,Izako Boars,Ambush,Izako Boars,10,16,Train
15960,Vitality,Izako Boars,Vitality,14,16,Mirage
15961,Izako Boars,Ambush,Izako Boars,16,8,Overpass
15962,HAVU,Izako Boars,HAVU,16,4,Nuke
15963,Izako Boars,Ambush,Izako Boars,11,16,Inferno
15964,Chaos,Izako Boars,Chaos,12,16,Mirage
15965,Izako Boars,Spirit,Izako Boars,16,5,Nuke
15966,Izako Boars,Izako Boars,CR4ZY,8,16,Vertigo
15967,Izako Boars,PACT,Izako Boars,16,6,Vertigo
15968,x-kom,Izako Boars,x-kom,11,16,Nuke
15969,Izako Boars,Virtus.pro,Izako Boars,13,16,Mirage
15970,Izako Boars,Izako Boars,Dracarys,2,16,Dust2
15971,Izako Boars,expert,Izako Boars,11,16,Nuke
15972,AVEZ,Izako Boars,AVEZ,16,6,Inferno
15973,pro100,pro100,Izako Boars,22,18,Nuke
15974,Izako Boars,Izako Boars,Dracarys,16,12,Mirage
15975,Izako Boars,Epsilon,Izako Boars,16,3,Mirage
15976,Dracarys,Izako Boars,Dracarys,14,16,Nuke
15977,Sprout,Sprout,Izako Boars,16,14,Inferno
15978,GamerLegion,Izako Boars,GamerLegion,10,16,Inferno
15979,Dracarys,Dracarys,Izako Boars,5,16,Inferno
15980,AGO,Izako Boars,AGO,17,19,Mirage
15981,Izako Boars,GamerLegion,Izako Boars,16,9,Overpass
15982,AGO,Izako Boars,AGO,16,6,Vertigo
15983,AGO,AGO,Izako Boars,16,11,Inferno
15984,Izako Boars,Izako Boars,OFFSET,16,13,Vertigo
15985,Izako Boars,OFFSET,Izako Boars,19,22,Inferno
15986,Izako Boars,Izako Boars,PACT,16,13,Overpass
15987,Izako Boars,PACT,Izako Boars,10,16,Train
15988,Tricked,Izako Boars,Tricked,11,16,Overpass
15989,Izako Boars,Tricked,Izako Boars,10,16,Inferno
15990,Izako Boars,Izako Boars,Tricked,4,16,Mirage
15991,AGO,AGO,Izako Boars,19,15,Inferno
15992,AGO,Izako Boars,AGO,13,16,Train
15993,Izako Boars,Tricked,Izako Boars,16,6,Inferno
15994,Tricked,Izako Boars,Tricked,16,9,Train
15995,Izako Boars,Defusekids,Izako Boars,18,22,Train
15996,Izako Boars,Izako Boars,Tricked,4,16,Overpass
15997,Izako Boars,HAVU,Izako Boars,14,16,Vertigo
15998,Defusekids,Izako Boars,Defusekids,16,7,Mirage
15999,Gambit Youngsters,Gambit Youngsters,Izako Boars,16,13,Train
16000,Defusekids,Izako Boars,Defusekids,13,16,Vertigo
16001,Illuminar,Illuminar,Izako Boars,16,11,Train
16002,HAVU,Izako Boars,HAVU,16,19,Dust2
16003,Izako Boars,Copenhagen Flames,Izako Boars,16,7,Train
16004,HAVU,Izako Boars,HAVU,12,16,Train
16005,Izako Boars,Copenhagen Flames,Izako Boars,12,16,Nuke
16006,Izako Boars,Izako Boars,The Final Tribe,16,13,Train
16007,Copenhagen Flames,Copenhagen Flames,Izako Boars,16,14,Mirage
16008,The Final Tribe,Izako Boars,The Final Tribe,16,5,Inferno
16009,SJ,SJ,Izako Boars,16,13,Train
16010,Gambit Youngsters,Izako Boars,Gambit Youngsters,11,16,Inferno
16011,SJ,SJ,Izako Boars,16,11,Nuke
16012,Izako Boars,Izako Boars,ad hoc,16,12,Dust2
16013,ECLOT,ECLOT,Izako Boars,7,16,Train
16014,ad hoc,Izako Boars,ad hoc,16,2,Train
16015,ECLOT,ECLOT,Izako Boars,8,16,Mirage
16016,Izako Boars,Izako Boars,Illuminar,7,16,Overpass
16017,Izako Boars,Unique,Izako Boars,16,7,Vertigo
16018,Izako Boars,Izako Boars,Unique,9,16,Nuke
16019,Izako Boars,Ambush,Izako Boars,10,16,Train
16020,Unique,Izako Boars,Unique,16,5,Inferno
16021,Izako Boars,EXTREMUM,Izako Boars,16,19,Dust2
16022,Unique,Izako Boars,Unique,16,19,Train
16023,Espada,Espada,Izako Boars,2,16,Train
16024,Izako Boars,Izako Boars,LDLC,8,16,Dust2
16025,Heretics,Heretics,Izako Boars,16,11,Mirage
16026,Izako Boars,Izako Boars,LDLC,16,12,Nuke
16027,Lyngby Vikings,Lyngby Vikings,Izako Boars,16,14,Train
16028,Izako Boars,Izako Boars,LDLC,16,11,Train
16029,Izako Boars,ex-BLUEJAYS,Izako Boars,11,16,Mirage
16030,Izako Boars,Izako Boars,Unique,16,12,Vertigo
16031,2115,2115,Izako Boars,7,16,Mirage
16032,Unique,Izako Boars,Unique,16,8,Nuke
16033,ALTERNATE aTTaX,ALTERNATE aTTaX,Izako Boars,22,19,Mirage
16034,Izako Boars,Izako Boars,Unique,6,16,Nuke
16035,Izako Boars,Nordavind,Izako Boars,16,2,Mirage
16036,Ambush,Izako Boars,Ambush,16,5,Overpass
16037,PACT,PACT,Izako Boars,16,11,Mirage
16038,EXTREMUM,Izako Boars,EXTREMUM,16,9,Train
16039,PACT,PACT,Izako Boars,16,12,Vertigo
16040,SKADE,Izako Boars,SKADE,18,22,Mirage
16041,Izako Boars,Giants,Izako Boars,16,9,Nuke
16042,SKADE,Izako Boars,SKADE,13,16,Train
16043,AVEZ,AVEZ,Izako Boars,8,16,Overpass
16044,Espada,Izako Boars,Espada,10,16,Overpass
16045,Izako Boars,PACT,Izako Boars,10,16,Train
16046,Espada,Izako Boars,Espada,16,7,Nuke
16047,Izako Boars,PACT,Izako Boars,16,2,Vertigo
16048,idc go next,J Money Crew,idc go next,16,8,Inferno
16049,idc go next,idc go next,J Money Crew,6,16,Nuke
16050,nTice,J Money Crew,nTice,16,6,Inferno
16051,nTice,nTice,J Money Crew,6,16,Train
16052,Monstars,J Money Crew,Monstars,14,16,Mirage
16053,J Money Crew,Monstars,J Money Crew,17,19,Inferno
16054,J Money Crew,J Money Crew,New Identity,6,16,Mirage
16055,J Money Crew,Monstars,J Money Crew,13,16,Overpass
16056,J Money Crew,J Money Crew,New Identity,9,16,Nuke
16057,New Identity,New Identity,J Money Crew,8,16,Dust2
16058,J Money Crew,J Money Crew,Monstars,16,12,Mirage
16059,J Money Crew,Monstars,J Money Crew,13,16,Nuke
16060,New Identity,J Money Crew,New Identity,16,9,Dust2
16061,New Identity,New Identity,J Money Crew,5,16,Nuke
16062,J Money Crew,J Money Crew,New Identity,16,13,Mirage
16063,Oceanus,Oceanus,J Money Crew,16,14,Overpass
16064,J Money Crew,J Money Crew,Oceanus,16,12,Nuke
16065,Gorilla Gang,Gorilla Gang,J Money Crew,9,16,Nuke
16066,J Money Crew,J Money Crew,Oceanus,16,11,Mirage
16067,J Money Crew,Divine,J Money Crew,16,7,Inferno
16068,Gorilla Gang,J Money Crew,Gorilla Gang,16,6,Mirage
16069,J Money Crew,New England Whalers,J Money Crew,12,16,Mirage
16070,Divine,J Money Crew,Divine,16,5,Mirage
16071,J Money Crew,Divine,J Money Crew,12,16,Vertigo
16072,Divine,J Money Crew,Divine,10,16,Dust2
16073,Divine,Divine,J Money Crew,16,10,Inferno
16074,JESTE,JESTE,cabrone5,16,14,Mirage
16075,Fantastic,Fantastic,JESTE,6,16,Train
16076,JESTE,JESTE,cabrone5,19,16,Inferno
16077,JESTE,Vilay,JESTE,11,16,Mirage
16078,Fantastic,JESTE,Fantastic,16,7,Inferno
16079,JESTE,uNiQUE,JESTE,16,6,Dust2
16080,JESTE,JESTE,Vilay,16,12,Inferno
16081,Vilay,Vilay,JESTE,16,12,Train
16082,Jade,Jade,Genuine,5,16,Inferno
16083,Jade,Genuine,Jade,13,16,Mirage
16084,Jade,Jade,Athletico,16,11,Cache
16085,Genuine,Genuine,Jade,8,16,Dust2
16086,Athletico,Jade,Athletico,16,6,Mirage
16087,Grayhound,Grayhound,Jade,16,11,Cache
16088,Genuine,Jade,Genuine,14,16,Inferno
16089,AVANT,AVANT,Jade,16,10,Mirage
16090,Genuine,Jade,Genuine,14,16,Mirage
16091,Jade,Ground Zero,Jade,16,2,Cache
16092,Jade,Jade,Grayhound,4,16,Inferno
16093,Jade,Fanta,Jade,12,16,Train
16094,AVANT,Jade,AVANT,10,16,Train
16095,Jade,Grayhound,Jade,16,9,Overpass
16096,Jade,Jade,Surge,8,16,Train
16097,Jade,Chiefs,Jade,16,4,Inferno
16098,Surge,Jade,Surge,16,4,Dust2
16099,Jade,Downfall,Jade,16,7,Train
16100,Surge,Jade,Surge,16,5,Mirage
16101,Jade,Genuine,Jade,16,6,Inferno
16102,Jade,Jade,Ground Zero,9,16,Overpass
16103,Jade,Ground Zero,Jade,16,8,Mirage
16104,Jade,Jade,ORDER,8,16,Inferno
16105,MC,MC,Jade,8,16,Inferno
16106,Jade,Jade,Breakaway,7,16,Inferno
16107,Jade,Ground Zero,Jade,11,16,Dust2
16108,Jade,Jade,SYF,16,13,Dust2
16109,Jade,Ground Zero,Jade,16,6,Mirage
16110,Rooster,Jade,Rooster,16,9,Inferno
16111,Grayhound,Grayhound,Jade,16,12,Dust2
16112,Jade,Jade,MC,7,16,Train
16113,Jade,ORDER,Jade,14,16,Dust2
16114,Paradox,Jade,Paradox,16,4,Inferno
16115,Jade,AVANT,Jade,16,9,Dust2
16116,ex-Athletico,Jade,ex-Athletico,14,16,Dust2
16117,madlikewizards,madlikewizards,Jade,16,10,Mirage
16118,Jade,Jade,Justice,16,12,Mirage
16119,MC,MC,Jade,19,16,Inferno
16120,DINQ,Jade,DINQ,16,9,Inferno
16121,PC419,PC419,Jade,16,12,Dust2
16122,In a Hurry,Jaguar,In a Hurry,16,2,Train
16123,In a Hurry,In a Hurry,Jaguar,6,16,Dust2
16124,Shot,Jaguar,Shot,16,9,Mirage
16125,Shot,Shot,Jaguar,8,16,Train
16126,Jaguar,Jaguar,FULL SEND,8,16,Train
16127,Jaguar,FULL SEND,Jaguar,16,7,Dust2
16128,Jaguar,Jaguar,FULL SEND,9,16,Mirage
16129,Niknexus,Niknexus,Jaguar,16,11,Cache
16130,Jaguar,Jaguar,FULL SEND,8,16,Mirage
16131,Niknexus,Niknexus,Jaguar,7,16,Dust2
16132,Nova Dragons,Jaguar,Nova Dragons,16,5,Mirage
16133,Anunnaki,Anunnaki,Jaguar,8,16,Mirage
16134,Black Label Society,Jaguar,Black Label Society,16,2,Dust2
16135,Anunnaki,Anunnaki,Jaguar,7,16,Dust2
16136,Niknexus,Jaguar,Niknexus,17,19,Mirage
16137,Jaguar,Infinity,Jaguar,16,8,Dust2
16138,Jaguar,Jaguar,Kadmus7,16,1,Mirage
16139,Jaguar,Magic,Jaguar,10,16,Mirage
16140,Japaleno,Japaleno,Spirit,16,13,Overpass
16141,ex-Epsilon,ex-Epsilon,Japaleno,16,14,Mirage
16142,Japaleno,Japaleno,Spirit,16,13,Dust2
16143,ex-Epsilon,ex-Epsilon,Japaleno,16,14,Overpass
16144,m1x,Japaleno,m1x,14,16,Train
16145,GamerLegion,GamerLegion,Japaleno,16,14,Inferno
16146,Japaleno,Japaleno,Heretics,8,16,Dust2
16147,Spirit,Spirit,Japaleno,19,17,Overpass
16148,Japaleno,Japaleno,AGO,9,16,Dust2
16149,Japaleno,m1x,Japaleno,16,8,Mirage
16150,Japaleno,Japaleno,AGO,16,14,Inferno
16151,m1x,m1x,Japaleno,9,16,Inferno
16152,Japaleno,Japaleno,Heroic,16,12,Inferno
16153,Heretics,Heretics,Japaleno,19,16,Inferno
16154,Japaleno,Japaleno,Heroic,16,10,Overpass
16155,Japaleno,AGO,Japaleno,11,16,Mirage
16156,Japaleno,Japaleno,HAVU,7,16,Train
16157,Japaleno,Heroic,Japaleno,16,6,Mirage
16158,Japaleno,Japaleno,forZe,8,16,Mirage
16159,Japaleno,AGO,Japaleno,16,6,Mirage
16160,Japaleno,Japaleno,forZe,8,16,Inferno
16161,Japaleno,forZe,Japaleno,13,16,Overpass
16162,Se7en,Japaleno,Se7en,11,16,Inferno
16163,Japaleno,PACT,Japaleno,15,19,Inferno
16164,Se7en,Japaleno,Se7en,10,16,Dust2
16165,Japaleno,Endpoint,Japaleno,13,16,Overpass
16166,ex-Epsilon,Japaleno,ex-Epsilon,13,16,Train
16167,ad hoc,ad hoc,Japaleno,5,16,Inferno
16168,ex-Epsilon,Japaleno,ex-Epsilon,10,16,Train
16169,Japaleno,ex-Epsilon,Japaleno,14,16,Overpass
16170,Japaleno,Japaleno,AVANGAR,16,13,Dust2
16171,ex-Epsilon,ex-Epsilon,Japaleno,16,12,Dust2
16172,Virtus.pro,Japaleno,Virtus.pro,13,16,Inferno
16173,Japaleno,Unique,Japaleno,16,6,Overpass
16174,Spirit,Japaleno,Spirit,14,16,Dust2
16175,Unique,Unique,Japaleno,19,17,Train
16176,Movistar Riders,Japaleno,Movistar Riders,14,16,Inferno
16177,Japaleno,CR4ZY,Japaleno,16,8,Dust2
16178,Japaleno,Japaleno,BG-MIX,19,16,Dust2
16179,Japaleno,Nemiga,Japaleno,14,16,Dust2
16180,HellRaisers,Japaleno,HellRaisers,13,16,Nuke
16181,Japaleno,pro100,Japaleno,16,7,Overpass
16182,Japaleno,Japaleno,Demise,19,17,Inferno
16183,Japaleno,GamerLegion,Japaleno,10,16,Overpass
16184,Tricked,Japaleno,Tricked,20,22,Overpass
16185,Illuminar,Illuminar,Japaleno,22,20,Mirage
16186,Japaleno,Japaleno,forZe,19,17,Inferno
16187,Japaleno,Heretics,Japaleno,16,4,Vertigo
16188,Japaleno,Japaleno,Sprout,7,16,Mirage
16189,KOVA,KOVA,Japaleno,16,14,Dust2
16190,Japaleno,Japaleno,Unicorns of Love,19,17,Inferno
16191,HellRaisers,HellRaisers,Japaleno,9,16,Dust2
16192,Nemiga,Japaleno,Nemiga,20,22,Inferno
16193,pro100,pro100,Japaleno,16,10,Dust2
16194,Movistar Riders,Japaleno,Movistar Riders,16,5,Inferno
16195,PACT,PACT,Japaleno,8,16,Overpass
16196,Japaleno,Japaleno,Sprout,4,16,Train
16197,Spirit,Spirit,Japaleno,19,16,Dust2
16198,Japaleno,Japaleno,Singularity,7,16,Overpass
16199,Nordavind,Nordavind,Japaleno,6,16,Dust2
16200,Japaleno,Japaleno,Demolition Crew,16,10,Dust2
16201,pro100,pro100,Japaleno,8,16,Inferno
16202,AGO,Japaleno,AGO,13,16,Mirage
16203,Sprout,Sprout,Japaleno,19,16,Inferno
16204,Illuminar,Japaleno,Illuminar,16,4,Overpass
16205,Japaleno,HellRaisers,Japaleno,13,16,Overpass
16206,GamerLegion,Japaleno,GamerLegion,14,16,Overpass
16207,Japaleno,Nordavind,Japaleno,16,7,Inferno
16208,Japaleno,Japaleno,Wisla Krakow,19,17,Dust2
16209,Japaleno,Nordavind,Japaleno,10,16,Overpass
16210,BIG,Japaleno,BIG,11,16,Inferno
16211,Japaleno,Nordavind,Japaleno,16,7,Inferno
16212,Japaleno,Japaleno,pro100,16,14,Dust2
16213,Japaleno,Nordavind,Japaleno,10,16,Overpass
16214,Sprout,Japaleno,Sprout,13,16,Mirage
16215,Japaleno,Nordavind,Japaleno,16,7,Inferno
16216,HellRaisers,Japaleno,HellRaisers,10,16,Inferno
16217,Japaleno,Nordavind,Japaleno,10,16,Overpass
16218,Japaleno,Japaleno,HellRaisers,19,16,Dust2
16219,Japaleno,Nordavind,Japaleno,16,7,Inferno
16220,Nordavind,Japaleno,Nordavind,16,7,Mirage
16221,Japaleno,Nordavind,Japaleno,10,16,Overpass
16222,Nordavind,Japaleno,Nordavind,16,7,Mirage
16223,Japaleno,Nordavind,Japaleno,16,7,Inferno
16224,Nordavind,Japaleno,Nordavind,16,7,Mirage
16225,Japaleno,Nordavind,Japaleno,10,16,Overpass
16226,Nordavind,Japaleno,Nordavind,16,7,Mirage
16227,Japaleno,Nordavind,Japaleno,16,7,Inferno
16228,Nordavind,Japaleno,Nordavind,16,7,Mirage
16229,Japaleno,Nordavind,Japaleno,10,16,Overpass
16230,Nordavind,Japaleno,Nordavind,16,7,Mirage
16231,Japaleno,Nordavind,Japaleno,16,7,Inferno
16232,Nordavind,Japaleno,Nordavind,16,7,Mirage
16233,Japaleno,Nordavind,Japaleno,10,16,Overpass
16234,Nordavind,Japaleno,Nordavind,16,7,Mirage
16235,Japaleno,Nordavind,Japaleno,16,7,Inferno
16236,Nordavind,Japaleno,Nordavind,16,7,Mirage
16237,Japaleno,Nordavind,Japaleno,10,16,Overpass
16238,Nordavind,Japaleno,Nordavind,16,7,Mirage
16239,Japaleno,Nordavind,Japaleno,16,7,Inferno
16240,Nordavind,Japaleno,Nordavind,16,7,Mirage
16241,Japaleno,Nordavind,Japaleno,10,16,Overpass
16242,Nordavind,Japaleno,Nordavind,16,7,Mirage
16243,Japaleno,Nordavind,Japaleno,16,7,Inferno
16244,Japaleno,Japaleno,Hard Legion,16,13,Overpass
16245,Japaleno,Nordavind,Japaleno,10,16,Overpass
16246,Japaleno,Japaleno,Hard Legion,16,14,Mirage
16247,Japaleno,Nordavind,Japaleno,16,7,Inferno
16248,Japaleno,Japaleno,North,8,16,Vertigo
16249,Japaleno,Nordavind,Japaleno,10,16,Overpass
16250,North,Japaleno,North,10,16,Dust2
16251,Japaleno,Nordavind,Japaleno,16,7,Inferno
16252,Japaleno,Japaleno,Sprout,8,16,Mirage
16253,Japaleno,Nordavind,Japaleno,10,16,Overpass
16254,Sprout,Japaleno,Sprout,12,16,Train
16255,Movistar Riders,Movistar Riders,Japaleno,4,16,Overpass
16256,Japaleno,Japaleno,Nordavind,16,10,Overpass
16257,North,North,Japaleno,9,16,Overpass
16258,Nordavind,Japaleno,Nordavind,22,25,Mirage
16259,Sprout,Sprout,Japaleno,19,15,Inferno
16260,Japaleno,Japaleno,Nordavind,6,16,Mirage
16261,Sprout,Sprout,Japaleno,19,16,Inferno
16262,Japaleno,Japaleno,Sprout,8,16,Dust2
16263,Nordavind,Nordavind,Japaleno,16,13,Inferno
16264,Nemiga,Japaleno,Nemiga,19,22,Overpass
16265,Sprout,Sprout,Japaleno,16,13,Mirage
16266,Japaleno,Japaleno,Nemiga,4,16,Vertigo
16267,Japaleno,Movistar Riders,Japaleno,16,9,Mirage
16268,Apeks,Japaleno,Apeks,16,8,Overpass
16269,HAVU,HAVU,Japaleno,16,11,Overpass
16270,JiJieHao,JiJieHao,Very1z,6,16,Inferno
16271,JiJieHao,TYLOO,JiJieHao,16,8,Mirage
16272,JiJieHao,JiJieHao,Very1z,16,11,Mirage
16273,TYLOO,TYLOO,JiJieHao,16,10,Dust2
16274,Very1z,JiJieHao,Very1z,11,16,Dust2
16275,JiJieHao,5POWER,JiJieHao,20,22,Mirage
16276,5POWER,JiJieHao,5POWER,17,19,Train
16277,JiJieHao,5POWER,JiJieHao,15,19,Inferno
16278,EHOME,JiJieHao,EHOME,10,16,Nuke
16279,EHOME,EHOME,JiJieHao,19,16,Mirage
16280,Invictus,JiJieHao,Invictus,13,16,Train
16281,Invictus,Invictus,JiJieHao,16,12,Mirage
16282,Xwar,JiJieHao,Xwar,16,3,Mirage
16283,JiJieHao,5POWER,JiJieHao,16,9,Nuke
16284,JiJieHao,JiJieHao,Xwar,16,10,Dust2
16285,5POWER,5POWER,JiJieHao,16,12,Dust2
16286,BTRG,JiJieHao,BTRG,16,8,Mirage
16287,JiJieHao,5POWER,JiJieHao,16,3,Nuke
16288,JiJieHao,JiJieHao,BTRG,16,10,Train
16289,EHOME,EHOME,JiJieHao,16,14,Mirage
16290,JiJieHao,JiJieHao,5POWER,7,16,Inferno
16291,JiJieHao,EHOME,JiJieHao,11,16,Nuke
16292,Invictus,JiJieHao,Invictus,12,16,Overpass
16293,JiJieHao,EHOME,JiJieHao,16,6,Inferno
16294,ViCi,JiJieHao,ViCi,16,2,Mirage
16295,JiJieHao,Invictus,JiJieHao,21,25,Mirage
16296,ViCi,JiJieHao,ViCi,13,16,Nuke
16297,Invictus,Invictus,JiJieHao,5,16,Dust2
16298,JiJieHao,JiJieHao,ViCi,4,16,Train
16299,OneThree,OneThree,JiJieHao,16,14,Mirage
16300,JiJieHao,JiJieHao,OneThree,19,16,Nuke
16301,JiJieHao,Lynn Vision,JiJieHao,33,37,Mirage
16302,JiJieHao,JiJieHao,OneThree,16,11,Train
16303,EHOME,EHOME,JiJieHao,25,22,Mirage
16304,JiJieHao,JiJieHao,Lynn Vision,7,16,Inferno
16305,D13,D13,JiJieHao,16,13,Mirage
16306,JiJieHao,JiJieHao,Lynn Vision,16,11,Dust2
16307,Beyond,Beyond,JiJieHao,16,10,Mirage
16308,JigadooD,JigadooD,w2c,16,10,Nuke
16309,JigadooD,w2c,JigadooD,12,16,Mirage
16310,Lucid Dream,JigadooD,Lucid Dream,10,16,Inferno
16311,JigadooD,Lucid Dream,JigadooD,16,9,Overpass
16312,JigadooD,JigadooD,Beyond,9,16,Nuke
16313,JigadooD,Beyond,JigadooD,16,4,Mirage
16314,Jordan's Money Crew,Jordan's Money Crew,Lyngby Vikings,16,13,Train
16315,Chaos,Chaos,Jordan's Money Crew,16,13,Cache
16316,Lyngby Vikings,Jordan's Money Crew,Lyngby Vikings,16,9,Mirage
16317,Jordan's Money Crew,GoldenGitte,Jordan's Money Crew,13,16,Overpass
16318,Juggernauts,Juggernauts,KiM Kardashians,16,1,Inferno
16319,OutLawZ,OutLawZ,Juggernauts,9,16,Nuke
16320,Juggernauts,Juggernauts,ARMADA,16,10,Inferno
16321,Juggernauts,OutLawZ,Juggernauts,14,16,Nuke
16322,OutLawZ,Juggernauts,OutLawZ,11,16,Inferno
16323,ARCY,ARCY,Juggernauts,8,16,Nuke
16324,OutLawZ,Juggernauts,OutLawZ,16,5,Mirage
16325,Juggernauts,pro100,Juggernauts,14,16,Inferno
16326,Juggernauts,Juggernauts,OutLawZ,16,12,Inferno
16327,Juggernauts,Copenhagen Flames,Juggernauts,16,6,Inferno
16328,Juggernauts,Juggernauts,ARCY,16,11,Train
16329,FATE,FATE,Juggernauts,16,12,Train
16330,Juggernauts,Juggernauts,pro100,9,16,Vertigo
16331,DreamEaters,DreamEaters,Juggernauts,6,16,Nuke
16332,Juggernauts,Juggernauts,pro100,5,16,Train
16333,Invictus,Invictus,Juggernauts,16,12,Nuke
16334,Copenhagen Flames,Juggernauts,Copenhagen Flames,12,16,Vertigo
16335,Juggernauts,MiTH.Maple,Juggernauts,12,16,Train
16336,Juggernauts,Juggernauts,FATE,3,16,Vertigo
16337,Nemiga,Nemiga,Juggernauts,4,16,Mirage
16338,Juggernauts,Juggernauts,DreamEaters,16,11,Dust2
16339,Nemiga,Nemiga,Juggernauts,16,11,Nuke
16340,Invictus,Juggernauts,Invictus,16,8,Mirage
16341,Nemiga,Nemiga,Juggernauts,16,11,Vertigo
16342,Juggernauts,Juggernauts,Invictus,16,11,Train
16343,Secret,Secret,Juggernauts,16,12,Mirage
16344,MiTH.Maple,Juggernauts,MiTH.Maple,16,5,Mirage
16345,KOVA,KOVA,Juggernauts,16,10,Mirage
16346,Juggernauts,Juggernauts,Nemiga,16,14,Nuke
16347,AGO,AGO,Juggernauts,16,11,Train
16348,Nemiga,Juggernauts,Nemiga,19,22,Inferno
16349,Juggernauts,Sinners,Juggernauts,13,16,Nuke
16350,Juggernauts,Juggernauts,Nemiga,16,11,Inferno
16351,Sinners,Sinners,Juggernauts,16,14,Inferno
16352,KOVA,Juggernauts,KOVA,11,16,Overpass
16353,Sinners,Sinners,Juggernauts,16,12,Mirage
16354,ad hoc,Juggernauts,ad hoc,16,6,Nuke
16355,Juggernauts,1WIN,Juggernauts,11,16,Train
16356,Ekaterinburg,Juggernauts,Ekaterinburg,17,19,Nuke
16357,1WIN,1WIN,Juggernauts,16,12,Nuke
16358,Juggernauts,Juggernauts,Ekaterinburg,19,17,Overpass
16359,Salamander,Salamander,Juggernauts,16,14,Nuke
16360,Ekaterinburg,Juggernauts,Ekaterinburg,16,5,Inferno
16361,Spirit,Spirit,Juggernauts,16,11,Mirage
16362,1WIN,Juggernauts,1WIN,16,3,Inferno
16363,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16364,Salamander,Juggernauts,Salamander,16,7,Mirage
16365,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16366,Juggernauts,Juggernauts,Salamander,19,17,Train
16367,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16368,Spirit,Juggernauts,Spirit,16,9,Train
16369,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16370,Spirit,Juggernauts,Spirit,14,16,Dust2
16371,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16372,Juggernauts,Juggernauts,SKADE,7,16,Dust2
16373,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16374,Juggernauts,Juggernauts,SKADE,7,16,Dust2
16375,Juggernauts,SKADE,Juggernauts,16,5,Nuke
16376,Juggernauts,Juggernauts,SKADE,7,16,Dust2
